"","session_id","AS1","CS1","AS2","CS2","SUBEXCL","FASTM","MB3","NB3","EB3","FB3","MB4","NB4","EB4","FB4","MB6","NB6","EB6","FB6","MB7","NB7","EB7","FB7","DIFF1","DIFF2","IAT1","IAT2","IAT"
"1",10458846,802.162490333122,802.162490333122,626.946582703256,628.086511829459,0,0,1701.35,20,0,0,1263.575,40,0,0,1071.8,20,0,0,1148,40,0.025,0,-629.55,-115.575,-0.784816053588545,-0.1843458488946,-0.484580951241572
"2",10461459,757.03978519259,765.830911595501,556.919377687202,554.193691381964,0,0,1975.15,20,0,0,1266.13157894737,40,0.05,0,1336.21052631579,20,0.05,0,1398.18918918919,40,0.075,0,-638.939473684211,132.057610241821,-0.843997219408574,0.23712159341669,-0.303437812995942
"3",10461523,534.652345566792,441.956057758288,436.661437949821,395.094559906367,0,0,924.631578947368,20,0.05,0,894.95,40,0,0,1637,20,0.4,0,1273.25,40,0.2,0,712.368421052632,378.3,1.33239557809747,0.866346251631848,1.09937091486466
"4",10475013,1894.90085763352,1918.54339319894,1495.15194896301,1505.94260601267,0,0.0131578947368421,2603.94444444444,18,0,0.0526315789473684,1620.15,40,0,0,2772.91228070175,19,0.0526315789473684,0,2450.52598752599,39,0.0512820512820513,0,168.96783625731,830.375987525988,0.0891697502677413,0.55537899549401,0.322274372880876
"5",10477279,1893.26856408942,1893.26856408942,903.462344014665,912.66760630777,0,0,2713.3,20,0,0,1594.07692307692,39,0,0,1944.95,20,0,0,1290.18421052632,40,0.05,0,-768.35,-303.892712550607,-0.405832545141075,-0.336364558593794,-0.371098551867435
"6",10479167,628.302892719746,621.811630741318,761.876297587237,759.96334235719,0,0,1570.5,20,0.1,0,1520.41025641026,40,0.025,0,1211.55,20,0,0,904.425,40,0,0,-358.95,-615.985256410256,-0.571300887134559,-0.808510854532424,-0.689905870833492
"7",10482519,1039.24109863485,1065.78584690897,813.704786855437,818.208132412044,0,0,1856.83333333333,20,0.1,0,1702.17142857143,40,0.125,0,1544.73684210526,20,0.05,0,1180.76923076923,40,0.025,0,-312.09649122807,-521.402197802198,-0.300311921495445,-0.640775630455803,-0.470543775975624
"8",10482663,555.716919492426,505.413513832336,413.347825767134,386.458192324104,0,0,1454.14285714286,20,0.3,0,1218.69444444444,40,0.1,0,863,20,0,0,834.333333333333,40,0.025,0,-591.142857142857,-384.361111111111,-1.06374817179003,-0.929873310444476,-0.996810741117254
"9",10493439,1600.79866012982,1625.68182521224,1704.97741278974,1773.75758209674,0,0,1338.36842105263,19,0,0,1337.5,40,0.1,0,2359.09907120743,19,0.105263157894737,0,2199.27027027027,40,0.075,0,1020.7306501548,861.77027027027,0.637638371131584,0.505443804595755,0.571541087863669
"10",10494853,1574.06243787638,1574.06243787638,1948.27977078993,1995.64429773638,0,0,1911.75,20,0,0,2047.97368421053,40,0.05,0,1961.1,20,0,0,1593.02339181287,38,0.0526315789473684,0,49.3499999999999,-454.950292397661,0.0313519964726302,-0.233513840886005,-0.101080922206687
"11",10499385,435.460674088974,416.991750661953,465.522149861048,449.729086301568,0,0,1226.58823529412,20,0.15,0,1107.33333333333,40,0.175,0,1063.1,20,0,0,1090.66666666667,40,0.1,0,-163.488235294118,-16.6666666666665,-0.375437427584365,-0.0358020916333225,-0.205619759608844
"12",10499387,1293.65951900945,1326.44335862544,1487.60004403208,1527.43211960467,0,0,1979.72222222222,20,0.1,0,2505.2972972973,40,0.075,0,2493.2,20,0,0,2060,40,0.05,0,513.477777777778,-445.297297297298,0.396918795272301,-0.299339395077145,0.048789700097578
"13",10499907,1548.67803011298,1595.06286272236,803.68154646598,811.523676831911,0,0,2729.5,20,0.1,0,1473.52631578947,40,0.05,0,1909.31578947368,20,0.05,0,1586.51282051282,40,0.025,0,-820.184210526316,112.986504723347,-0.529602793207109,0.140586162790699,-0.194508315208205
"14",10502013,751.552285176216,797.386825825458,909.957481389265,925.199274063458,0,0,1822.77777777778,20,0.1,0,1353.30769230769,40,0.025,0,1581.06666666667,20,0.25,0,1825.85294117647,40,0.15,0,-241.711111111111,472.545248868778,-0.321615828836762,0.519304757127032,0.0988444641451351
"15",10506783,838.501271700448,836.536260071501,503.438487761119,505.037605592953,0,0,1907.11111111111,20,0.1,0,1284.13888888889,36,0,0,939.052631578947,20,0.05,0,817.153846153846,40,0.025,0,-968.058479532164,-466.985042735043,-1.15451044882613,-0.927591064425385,-1.04105075662576
"16",10508518,458.239244767142,440.045600626379,580.630235642506,579.244172542202,0,0,1426.11111111111,20,0.1,0,1319.88888888889,40,0.1,0,1124,20,0.05,0,988.833333333333,40,0.1,0,-302.111111111111,-331.055555555556,-0.659286856289734,-0.570165890843112,-0.614726373566423
"17",10509120,715.569867626697,717.148032797043,330.027846634912,313.982615838091,0,0,1567.68421052632,20,0.05,0,1006.78947368421,40,0.05,0,1418.55,20,0,0,885.102564102564,40,0.025,0,-149.134210526316,-121.686909581646,-0.20841320641539,-0.368717097125021,-0.288565151770205
"18",10509125,1020.58845216492,1033.57170777198,1490.40636754024,1502.9237076052,0,0,2127,20,0.05,0,2310.08108108108,40,0.075,0,1218.78947368421,20,0.05,0,1207.025,40,0,0,-908.210526315789,-1103.05608108108,-0.889889087407617,-0.740104246133595,-0.814996666770606
"19",10509335,1207.40670402454,1271.43155943947,1384.92115641254,1437.10932617282,0,0,2335.41176470588,20,0.15,0,2000.91176470588,40,0.15,0,1861.39318885449,19,0.105263157894737,0,1767.12820512821,40,0.025,0,-474.018575851393,-233.783559577677,-0.392592300731301,-0.16880640352355,-0.280699352127426
