"","session_id","qiatmod0SC","qiatmod1SC","qiatmod2SC"
"1",10458846,-0.100627579857783,-0.637194194482098,-0.109235638697507
"2",10461459,-0.678269157213127,-0.014314099122135,-0.32702384991316
"3",10461523,1.17512128966344,1.16723268925553,1.14797765208707
"4",10475013,0.454680164730524,0.749489163178423,-0.300171299331784
"5",10477279,0.0566513002551165,-0.512226230096752,-0.49931226629556
"6",10479167,-0.647268925787456,-0.646946986438058,-0.860967171467208
"7",10482519,0.2382690321004,-0.930611911704558,-0.710755424291217
"8",10482663,-1.00300592711935,-0.587305324808977,-1.31957762154464
"9",10493439,0.653357780254222,0.658860493373089,0.0891856572773894
"10",10494853,-0.437869205832575,-0.201238737033734,0.0676786321957105
"11",10499385,-0.6859816090098,0.0401439505067545,0.146411400926088
"12",10499387,-0.207888660613284,-0.105993358025634,0.281879768436306
"13",10499907,-0.148402831275192,-0.433851628599502,-0.243026624664128
"14",10502013,0.236160762924939,0.160489393483084,-0.162267598596468
"15",10506783,-0.922415620330655,-0.917313985998348,-1.19424945677571
"16",10508518,-0.874977423030837,-0.391334961747974,-0.491003065641898
"17",10509120,-0.380107052639957,-0.260870750165621,-0.199102952613869
"18",10509125,-0.898161475632671,-0.744505575759072,-0.87295532065463
"19",10509335,0.154539453790768,-0.40114439543899,-0.930546126101163
"20",10510330,-0.738095563441707,-0.0359406227349658,-0.142720590587121
"21",10511921,-0.0956377845888554,0.567796849893087,-0.121894686882906
"22",10512571,0.542008214997845,-0.276872279503918,0.970776353591448
"23",10514998,-0.879217559070215,-0.118158234100581,-0.695066552149752
"24",10519322,-0.978098513149146,-0.0302480334699439,-0.267919353372998
"25",10520966,-0.578047765255312,0.0860076789156635,-0.93554270812959
"26",10521278,0.639763289485035,1.0641612364251,0.155340095381421
"27",10521316,-0.204868500226901,-0.544607947690345,-0.732430231083525
"28",10521339,-0.302392159610583,-0.856491923829759,-0.53361759104375
"29",10521843,-0.41824481953606,-0.0834108132034228,-0.0677538726235794
"30",10521888,-0.559140127591199,-0.885574742734667,-0.760591633563673
"31",10522210,0.779633528206081,-1.07002902697138,0.822636290997053
"32",10523060,-0.658448876034644,-0.233676109219115,0.103111857266214
"33",10523187,-0.62984520192047,0.194258058873552,-0.874009353715132
"34",10525171,0.368743538213799,-0.17503982863767,-0.126101600025637
"35",10525262,-1.22274395954377,-0.36687782217544,-0.944765343373269
"36",10525280,-1.17526003401055,-1.21226401574227,-0.891205358925535
"37",10525339,0.692606437981177,0.954295922014122,0.893270028750794
"38",10525343,0.450785185389966,-0.0468210678272067,-0.166639390005079
