"","session_id","qiatmod0SE","qiatmod1SE","qiatmod2SE"
"1",10458846,0.857011014007975,0.909613457667386,0.0867391061427727
"2",10461459,1.26041588640243,1.14211414452082,0.96918148207965
"3",10461523,0.952063982195985,0.919418331769599,0.892094305882743
"4",10475013,0.455856053813626,0.0547968210839842,0.239636020895858
"5",10477279,-0.0359177444913915,-0.252801403700435,0.433062857560825
"6",10479167,0.396126595822007,0.438257752407616,-0.112060534401645
"7",10482519,0.651993953355613,1.03250516058581,0.84951097774128
"8",10482663,0.245118542664254,0.363471813423983,0.0627078625546849
"9",10493439,0.0970144331409768,0.167402780148508,-0.207887784300207
"10",10494853,-0.545395285945797,-0.0409786317623917,0.021888264795323
"11",10499385,0.159984153714272,-0.00753548518805583,-0.195670851633017
"12",10499387,,0.308690491082096,-0.774960469648852
"13",10499907,0.460670636414175,0.348920862765751,0.010490546686154
"14",10502013,0.88028418873145,0.398058317264553,0.342574139487928
"15",10506783,0.319140665674005,0.570227295123328,0.544012463770781
"16",10508518,-0.243104561295107,0.624350774674061,0.49013856230181
"17",10509120,0.461993169859801,1.01539558511849,0.781153744334205
"18",10509125,0.908454963463783,0.960841119927428,1.28340786528763
"19",10509335,0.738655493008225,0.40932859805386,-0.184125469547954
"20",10510330,0.761141018184337,0.813928636803572,0.758439193051263
"21",10511921,1.03463860442413,0.748239002358991,1.04903961343551
"22",10512571,-0.547191808836171,-0.307050530938303,0.410543477910786
"23",10514998,0.0660224415106185,0.26490994247407,0.320649152712844
"24",10519322,0.820038882360564,-0.0909048754194688,0.179171755054501
"25",10520966,0.524990926165331,0.663819295713628,0.454958256881642
"26",10521278,-0.174272968118192,-0.834331372996964,-0.438956165157033
"27",10521339,0.671834149867257,0.9313590531719,0.666612874777841
"28",10521843,0.390568652745468,0.326775449913511,-0.0305545573481095
"29",10521888,0.71933458950932,0.515445681179522,0.791091547256852
"30",10522210,0.195093512454713,-0.227759768801452,0.751612124317014
"31",10523060,0.145964210899084,0.610589095741754,0.863737318047314
"32",10523187,0.39535333136855,0.846590398505992,0.717502907913681
"33",10525171,0.014141632444964,-0.277562235791842,0.574411278815226
"34",10525262,0.772178338963758,0.699872232647424,0.579192524243312
"35",10525280,0.339651745162545,1.04357129101238,0.57353820460209
"36",10525339,-0.55754171227539,0.137879931598286,0.05592245211491
"37",10525343,-0.0221371884684606,0.4115969216203,0.649980532815473
