"","session_id","iatmod0","iatmod1","iatmod2"
"1",9851664,-1.04671664189607,-1.03950624652901,-0.661347194229395
"2",9851708,-0.358809061799482,-0.521662097958535,-0.159824989309207
"3",9851716,-1.49016170047324,-0.886146527136294,-1.43328602003984
"4",9851723,-0.204586086084918,-0.663570376969585,-0.90155297424905
"5",9851806,-0.52431772039785,-0.470087828636848,-1.29898064738489
"6",9851818,-0.0571556925209515,-0.13927592759316,-0.660990882306518
"7",9851871,0.0672232579005401,-0.348693944166816,-0.182650028494292
"8",9851949,-0.842736271755143,0.0250367669733058,-0.57222699022733
"9",9852004,,-0.655441025911808,-0.971550636404549
"10",9852097,-0.118760035734631,-0.859273710039498,-0.361754088832864
"11",9852101,-0.4659086972793,0.247175681262906,0.226318495776195
"12",9852113,-0.113301386081749,-1.00571346059927,-0.9728179153006
"13",9852132,-0.895812036734434,-0.522953100525043,-1.24932308466522
"14",9852194,-0.541789527889261,0.116250757089311,-0.0457678512633444
"15",9852235,-1.0664670134519,-0.668445388227791,-0.436784480836404
"16",9852332,-0.459311098257905,-0.306482539983174,0.223168696779238
"17",9852437,-0.781982248092534,-0.707245405216187,-0.0118067176800733
"18",9852503,-0.366134004797225,-0.187485108007049,0.0593236017307732
"19",9852563,-0.685005593818857,-0.910362725849883,-0.543890177734144
"20",9852569,-0.640129525354899,-0.945630868567803,-0.349267142819687
"21",9852636,-1.33266292397208,-1.02892233504128,-1.35944508456898
"22",9852866,-1.37936554217055,-0.869689502390175,-0.725876353481042
"23",9852877,-0.957956263713835,-1.00242985166609,-0.858832056575048
"24",9852973,-0.220205479208276,-0.432869143542904,0.301746926439674
"25",9853014,-0.931954545847036,-0.958433949853189,-0.513983838294095
"26",9853046,-1.04982978589154,-0.932149743074415,-1.18361349629708
"27",9853062,-1.37635180354039,-0.800288282067993,-1.27347414360761
"28",9853085,-1.13162502129001,-0.830384711068771,-0.687453913049183
"29",9853118,-0.760758320856053,-1.02708314609576,-0.401461940473016
"30",9853246,-0.147692930216569,-0.499994580931384,-0.363402955513459
"31",9853263,-1.10117800322701,-0.945504153407609,-0.535722521828372
"32",9853276,0.225354931108806,-0.374657624219253,-0.556255604613244
"33",9853293,-0.692150220219962,-0.820259364214867,-0.882852794206321
"34",9853333,-1.27999555053107,-1.12432479322411,-0.926911332704413
"35",9853355,-0.887917081245508,-1.14379073597457,-1.09683526918652
"36",9853415,-0.106043091978173,0.369257935551499,-0.636279468142805
"37",9853462,-0.932556896856533,-0.718973766951815,-0.436897694816191
"38",9853490,-1.12204718335695,-1.40842017956538,-1.00971030121497
"39",9853578,-0.751943690010444,-1.09846705023436,-0.96107892610787
"40",9853599,-1.44554786144734,-1.00388902257336,-1.39478875362612
"41",9853600,-1.08479355912666,-1.09273789046839,-1.1576069520061
"42",9853620,-1.03740040870052,-0.632355942025532,-0.731474126909242
"43",9853671,-0.937098312698662,-1.03349299326201,-1.22423051951866
"44",9853710,,,
"45",9853891,0.326497263642887,-0.350174972680903,-0.359977459122168
"46",9853937,-1.02617943469976,-1.27287786736013,-0.567457314487864
"47",9853954,0.0547023697751597,-0.0695308993335862,0.441004156804891
"48",9853966,-0.23407153323075,0.253313825243864,0.056474924055374
"49",9853973,-1.51260206539652,-1.41894564336229,-1.40884492002136
"50",9854001,0.0590531333579828,-0.875817549572338,-0.529618990344022
"51",9854029,0.0240445128988953,-0.312690953373159,-0.157943717249138
"52",9854037,-0.357824560677253,0.0345382289793415,-0.831195698893052
"53",9854117,0.108650164633852,-0.553624514965279,-0.141209401883331
"54",9854207,-0.254696228511361,-0.384005998696138,-0.22964987417719
"55",9854238,-0.464512608762794,-0.558569279810327,-0.447552244529837
"56",9854281,-0.818694941019906,-0.208565157839719,-0.44079675537532
"57",9854291,-0.315355069521961,-0.689451752211496,-1.2504461473815
"58",9854297,-0.194962023031394,0.00978247773492968,-0.140507264242697
"59",9854315,-0.664940814036879,-0.462694560227478,-0.220411606369836
"60",9854337,-1.01704389235747,-0.882022501178183,-0.918655173641571
"61",9854369,-0.725432373315792,-0.895699111807866,-1.14375186922768
"62",9854433,-0.461972076488259,-0.545819489365912,-0.250780565533227
"63",9854588,0.458426498862804,0.548686570916812,-0.014308335246617
"64",9854636,-0.54459388258019,0.261136715382165,0.232694295769093
"65",9854675,,,
"66",9854793,0.295995908671857,0.248316567871631,-0.227048370752812
"67",9854835,-0.143037984010924,-0.218575878050353,-0.349047475216667
"68",9854841,-0.475100362361577,-0.601571758665071,-0.648955362526154
"69",9854848,-0.74066114510835,-0.66135235882789,-0.339651848153696
"70",9854969,-0.321144065041178,-0.228404003266725,-0.280604953994925
"71",9854983,-0.611625789259292,0.00141824450399762,-0.140582245193699
"72",9855127,-1.04313312571932,-0.796540492932356,-0.90184762742372
"73",9855150,-0.313208485843783,-0.309796757260157,-0.433694624612315
"74",9855175,-0.56696183917868,-0.736304478262305,-0.689140017091223
"75",9855384,0.125697147295378,-0.26010563958465,-0.03762231687469
"76",9855431,-1.144369543735,-1.06549946828315,-1.33900171198613
"77",9855518,-0.341403996175292,-0.99381539037044,-0.490182830359352
"78",9855535,-0.563648000873856,-0.0245909772046156,-0.565383269872533
"79",9855549,-0.832293610085696,-0.28263646208338,-0.216162342594959
"80",9855565,-0.796496694169137,-0.619853108227066,-0.583823776637745
"81",9855567,,,
"82",9855607,-0.845494434951679,0.376882475639013,-0.223033602003
"83",9855610,0.0316457259874987,-0.427994492238366,0.122199264375485
"84",9855630,-0.369757437245881,-0.822469661088172,-0.950322431765518
"85",9855646,-0.510136504946091,-0.981172656441714,-0.914815117412865
"86",9855651,-0.728479613596642,-0.298508100653449,-1.34328736159332
"87",9855668,-0.0366570549943628,-1.21443696454337,-1.48168609974491
"88",9855691,-0.433653761277132,-0.148532949529101,-0.501666582162493
"89",9855732,-1.1542148237929,-0.814232082589882,-0.714399185203299
"90",9855762,-1.3875570450751,-1.18539762515055,-1.10719511040581
"91",9855833,0.0743900037099998,0.161854596518033,-0.524003412377405
"92",9855837,-0.766761357195512,-0.372490633814936,-0.933758844524574
"93",9855918,0.356929390345891,-0.661103195021596,-0.683272530916559
"94",9856031,-1.01084043636006,-0.790922139561908,-1.0513813467039
"95",9856081,-0.0747864021047284,-0.752485446457349,-0.69002743893179
"96",9856145,0.437491527525639,-0.198477327578268,-0.0874670281947843
"97",9856202,-0.837990042420178,-1.14672081118896,-0.491577929437489
"98",9856220,-0.43798617153007,-0.676018183880779,-0.879035312868889
"99",9856329,-0.925469803391776,-0.269407717794936,-0.731723169384431
"100",9856434,-0.721531675887955,-0.453201443498053,-0.737741768220145
"101",9856445,-1.0450255574035,-0.121007131139215,-0.762486123254838
"102",9856478,-0.235756169854589,-0.255446658127796,-0.745563243634046
"103",9856486,-0.229457685077255,-0.497753025623301,-0.449276965034186
"104",9856536,-0.65025524179683,,
"105",9856564,-0.551699887333603,-0.817505341424014,-1.17066357487468
"106",9856566,,,
"107",9856575,-0.476441399411695,-0.511606368632363,-0.707597747248655
"108",9856594,-0.867154611283787,-1.05172897548892,-1.10736015775926
"109",9856647,-0.628264122524412,-0.0118650755439674,-0.772066294888605
"110",9856681,-0.413485921814653,0.14742012124277,-0.711343886625363
"111",9856707,-0.893840981265685,-0.668585301351612,-0.523544862917129
"112",9856770,-0.423226224616563,-0.443611662113359,0.44347226425679
"113",9856910,-1.13081696938674,-0.854748584014014,-1.22327739771092
"114",9856974,,,
"115",9857203,-1.04115058947293,-1.02197215854973,-1.2120723329169
"116",9857255,-1.17455842544629,-1.25466831623598,-1.50013999987492
"117",9857286,-1.35910952581335,-1.13434309029958,-1.01680613629412
