"","session_id","ord0","ord1","ord2","ord3","ord4","ord5","ord6","ord7","ord8","ord9","ord10","ord11","ord12","ord13","session_last_update_date","t.cesd","t.consent","t.deq","t.instcesd","t.instdeq","t.instiat","t.instqiat","t.instrses","t.instsds","t.lastpage","t.pimgr","t.realstart","t.rses","t.sc.iat","t.sc.qiat","t.sds","total_secs","completion_secs"
"323",9856441,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"324",9856445,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-19 13:09:33,18,3,34,11,2,15,,3,2,0,1,3,27,490,,29,638,638
"325",9856460,"pimgr","consent","realstart",,,,,,,,,,,,,,35,,,,,,,,,1,,,,,,36,
"326",9856472,"pimgr","consent","realstart","instdeq","deq","instiat",,,,,,,,,,,16,39,,9,,,,,,1,8,,,,,73,
"327",9856478,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-19 14:20:55,25,5,36,2,9,39,,5,4,0,0,3,77,3926,,36,4167,4167
"328",9856486,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 13:24:12,15,13,25,3,14,14,,6,2,0,0,7,38,226,,226,589,589
"329",9856516,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,4,,,,,1,,,,0,2,,,,,7,
"330",9856520,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 13:52:29,44,17,34,4,8,,10,21,9,0,1,7,63,,1079,42,1339,1339
"331",9856536,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 13:44:28,4,2,5,1,3,2,,1,12,0,1,3,7,225,,5,271,271
"332",9856537,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 14:16:41,27,10,31,2,42,,2,6,4,0,1,4,46,,1916,25,2116,2116
"333",9856548,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 13:56:41,13,3,33,2,17,,2,2,2,0,1,1,44,,451,40,611,611
"334",9856551,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-19 13:57:21,19,38,32,2,7,,6,6,2,0,1,3,25,,443,24,608,608
"335",9856564,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-19 14:04:05,23,7,40,2,5,4,,4,4,0,6,4,50,356,,31,536,536
"336",9856566,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat",,,,,,,,3,32,,2,13,,2,,,0,4,197,,,,253,
"337",9856569,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses",,,,,,,,11,23,,8,,10,7,,,1,14,,,1239,,1313,
"338",9856575,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 14:06:11,27,7,29,3,6,6,,7,2,0,1,4,49,262,,38,441,441
"339",9856580,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"340",9856594,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 14:14:46,20,43,26,5,7,11,,5,7,0,45,10,79,332,,26,616,616
"341",9856612,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-19 14:15:00,11,2,13,1,2,,2,3,2,0,1,8,21,,332,18,416,416
"342",9856629,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instcesd",,,,,,,5,34,,12,,6,5,,,2,5,52,,707,,828,
"343",9856647,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-19 14:33:56,40,9,51,4,6,31,,6,3,0,1,5,68,387,,31,642,642
"344",9856681,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 14:43:56,17,6,23,2,6,12,,4,2,0,1,4,41,211,,30,359,359
"345",9856707,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-19 15:03:19,21,3,26,2,4,39,,2,2,0,1,2,36,297,,36,471,471
"346",9856770,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 15:36:39,36,7,21,5,8,15,,6,4,0,0,3,36,351,,35,527,527
"347",9856774,"pimgr","consent","realstart","instrses","rses",,,,,,,,,,,,57,,,,,,16,,,0,8,,,,,81,
"348",9856776,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,13,,,,,3,,,,0,3,,,,,19,
"349",9856781,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat",,,,,,,,8,57,,4,,4,4,,,2,3,59,,,,141,
"350",9856825,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-19 16:08:18,16,3,31,14,14,,21,19,11,0,1,3,28,,851,23,1035,1035
"351",9856851,"pimgr","consent","realstart","instrses","rses",,,,,,,,,,,,6,,,,,,4,,,0,4,,,,,14,
"352",9856857,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-19 16:24:22,15,6,93,2,2,,4,2,9,0,2,3,207,,651,26,1022,1022
"353",9856872,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat",,,,,,,,,,3,,,,24,,2,,,3,36428,49,,,,36509,
"354",9856873,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"355",9856874,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,2,,,,,,,,,0,5,,,,,7,
"356",9856878,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat",,,,,,,,,2,23,,4,,,5,,,1,2,40,,,,77,
"357",9856891,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-19 17:34:30,46,3,68,3,4,,2,2,4,0,1,2843,84,,743,72,3875,3875
"358",9856893,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 16:42:31,21,6,29,7,10,,6,8,2,0,1,6,44,,540,25,705,705
"359",9856899,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-19 16:45:23,27,2,28,2,2,,1,2,3,0,0,2,32,,411,35,547,547
"360",9856910,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-19 16:48:54,21,7,25,12,6,8,,3,6,0,0,4,29,257,,36,414,414
"361",9856929,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-19 17:19:19,19,3,91,3,6,,2,1,5,0,0,1,74,,1271,76,1552,1552
"362",9856932,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,3,,,,,3,,,,1,3,,,,,10,
"363",9856939,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-19 17:13:26,16,20,31,6,7,,6,9,7,0,2,5,93,,552,45,799,799
"364",9856972,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 17:34:57,23,10,28,2,4,,4,8,3,0,0,7,45,,621,29,784,784
"365",9856974,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 17:27:06,2,2,3,1,1,1,,4,1,0,0,2,12,121,,3,153,153
"366",9856978,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat",,,,,,,,,,118,,,,25,,7,,,2,7,88,,,,247,
"367",9856982,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-19 17:43:07,29,2,28,7,10,,2,2,9,0,1,1,47,,785,34,957,957
"368",9857008,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,9,,,,11,,,,,9,4,,,,,33,
"369",9857089,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 19:04:44,22,5,39,9,17,,7,7,7,0,2,12,57,,716,57,957,957
"370",9857107,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 19:14:35,23,6,32,6,8,,9,13,7,0,1,11,54,,557,41,768,768
"371",9857120,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"372",9857134,"pimgr","consent","realstart","instrses","rses","instqiat",,,,,,,,,,,6,,,,,,1,,,2,4,107,,,,120,
"373",9857198,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,3,,,,,2,,,,2,2,,,,,9,
"374",9857203,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-19 20:32:38,29,18,46,2,10,31,,10,1,0,2,4,51,331,,45,580,580
"375",9857255,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 21:13:47,36,14,45,5,15,26,,12,7,0,1,6,57,455,,53,732,732
"376",9857263,"pimgr","consent","realstart",,,,,,,,,,,,,,26,,,,,,,,,2,,,,,,28,
"377",9857265,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,2,,,,,3,,,,6,5,,,,,16,
"378",9857286,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-19 21:44:08,43,89,85,5,20,33,,3,3,0,1,18,94,324,,82,800,800
"379",9857295,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-19 21:55:39,23,14,34,6,7,,6,6,5,0,3,5,55,,545,57,766,766
"380",9857338,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-19 22:33:19,46,5,106,5,3,4,,6,2,0,7,2,92,375,,50,703,703
"381",9857351,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instcesd",,,,,,,8,7096,,3,,9,13,,,5,3,63,,1807,,9007,
"382",9857352,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-19 22:43:15,22,30,38,4,2,7,,5,3,0,2,6,39,432,,36,626,626
"383",9857365,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-19 22:53:44,18,3,40,7,3,,6,3,5,0,0,75,39,,676,38,913,913
"384",9857385,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-20 11:40:47,25,44782,23,3,7,,4,6,63,0,0,8,36,,705,26,45688,45688
"385",9857396,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"386",9857414,"pimgr","consent","realstart","instrses","rses","instqiat",,,,,,,,,,,9,,,,,,3,,,2,3,111,,,,128,
"387",9857419,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 23:37:14,48,7,40,2,2,3,,4,2,0,1,2,112,301,,53,577,577
"388",9857422,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,843,,,,,,,,,2,11,,,,,856,
"389",9857436,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat",,,,,,,,,,2,24,,1,33,,,,,2,1,,,,,63,
"390",9857448,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-20 00:06:11,43,7,81,19,8,57,,22,10,0,3,16,62,414,,68,810,810
"391",9857461,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,26,27,,3,,2,,,,1,3,,,,,62,
"392",9857473,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,6,,,,,,,,,1,5,,,,,12,
"393",9857477,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-20 00:20:51,17,129,15,4,36,7,,4,1,0,1,2,26,201,,21,464,464
"394",9857481,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,78670,,,,3,,,,,1,6,,,,,78680,
"395",9857540,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,
"396",9857544,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-20 01:29:42,31,4,26,8,12,,5,13,2,0,1,6,50,,515,35,708,708
"397",9857567,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-20 02:26:30,18,5,21,2,9,23,,3,3,0,0,1,35,263,,40,423,423
"398",9857597,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-20 03:49:00,48,13,45,3,13,59,,9,11,0,2,9,58,387,,53,710,710
"399",9857602,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat",,,,,,,,,6,43,,6,,,2,,,1,5,58,,,,121,
"400",9857617,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"401",9857652,"pimgr","consent","realstart",,,,,,,,,,,,,,8,,,,,,,,,1,,,,,,9,
"402",9857655,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,
"403",9857665,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-20 06:00:03,28,3,40,4,8,66,,7,4,0,3,3,52,501,,77,796,796
"404",9857688,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,9,11,,20,,2,,,,2,1,,,,,45,
"405",9857704,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,14,,,,,,,,,2,4,,,,,20,
"406",9857715,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-20 07:55:48,45,33,37,9,10,65,,23,15,0,1,5,69,412,,47,771,771
"407",9857729,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-20 08:13:20,25,9,68,3,3,6,,5,3,0,1,7,65,372,,53,620,620
"408",9857753,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-20 08:34:36,25,2,31,1,1,2,,3,1,0,0,1,51,313,,35,466,466
"409",9857767,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-20 08:55:27,7,2,123,3,3,,7,2,3,0,0,8,194,,677,22,1051,1051
"410",9857770,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"411",9857779,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,2,,,,19,,,,,1,22,,,,,44,
"412",9857803,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-20 09:28:46,48,8,69,8,25,4,,4,8,0,2,5,51,347,,33,612,612
"413",9857807,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"414",9857831,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,8,,,,4,,,,,1,3,,,,,16,
"415",9857849,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,11,,,,,9,,,,1,2,,,,,23,
"416",9857861,"pimgr","consent","realstart","instdeq","deq","instqiat",,,,,,,,,,,5,30,,3,,,,,,0,3,,,,,41,
"417",9857864,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-20 10:07:42,32,3,39,8,8,23,,10,9,0,1,3,74,360,,36,606,606
"418",9857874,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-20 10:17:33,26,5,31,2,6,,2,2,8,0,1,5,40,,686,37,851,851
"419",9857890,"pimgr","consent","realstart","instrses","rses","instqiat",,,,,,,,,,,59,,,,,,29,,,1,17,114,,,,220,
"420",9857959,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,7,47,,10,,10,,,,1,7,,,,,82,
"421",9857962,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-20 11:16:09,32,16,66,8,11,30,,8,9,0,2,18,81,852,,69,1202,1202
"422",9857964,"pimgr","consent","realstart",,,,,,,,,,,,,,1,,,,,,,,,0,,,,,,1,
"423",9857977,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-20 11:26:23,332,2,29,1,3,,4,2,2,0,0,2,127,,829,120,1453,1453
"424",9857991,"pimgr","consent","realstart",,,,,,,,,,,,,,4,,,,,,,,,0,,,,,,4,
"425",9857998,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,1,,,,,,,,,1,2,,,,,4,
"426",9858002,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-20 11:27:03,24,3,33,6,32,30,,10,6,0,0,9,55,267,,43,518,518
"427",9858018,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat",,,,,,,,,17,36,,2,,,1,,,2,1,44,,,,103,
"428",9858024,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,4,,,,,1,,,,0,1,,,,,6,
"429",9858029,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"430",9858052,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,
"431",9858054,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-20 12:12:59,22,22,26,4,1,9,,3,2,0,1,8,40,323,,34,495,495
"432",9858057,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-20 12:25:57,32,12,43,4,17,,7,11,5,0,4,5,80,,834,70,1124,1124
"433",9858082,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat",,,,,,,,17,35,,7,,4,10,,,1,5,41,,,,120,
"434",9858083,"pimgr","consent","realstart","instdeq","deq",,,,,,,,,,,,4,,,1,,,,,,0,2,,,,,7,
"435",9858087,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat",,,,,,,,10,39,,1,6,,3,,,1,9,26,,,,95,
"436",9858094,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-20 15:34:59,33,3,39,7,4,,3,4,1,0,1,1,41,,10629,38,10804,10804
"437",9858120,"pimgr","consent","realstart","instrses","rses","instdeq","deq",,,,,,,,,,7,,,5,,,3,,,0,3,29,,,,47,
"438",9858131,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-20 13:09:35,43,11,26,4,6,10,,6,2,0,1,5,83,394,,35,626,626
"439",9858138,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-20 13:25:56,28,35,39,9,39,166,,11,232,0,1,8,61,562,,46,1237,1237
"440",9858142,"pimgr","consent","realstart","instiat",,,,,,,,,,,,,4,,,,,,,,,1,1,,,,,6,
"441",9858147,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-20 13:18:55,13,20,34,11,11,20,,6,4,0,1,5,52,335,,33,545,545
"442",9858149,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-20 13:22:48,21,13,29,2,3,,7,5,3,0,1,7,49,,580,41,761,761
"443",9858160,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-20 13:23:23,18,6,29,1,4,22,,6,1,0,1,3,31,285,,31,438,438
"444",9858170,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"445",9858171,"pimgr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"446",9858178,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-20 13:55:43,18,9,21,5,1119,10,,2,5,0,2,2,44,274,,39,1550,1550
"447",9858184,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-20 13:52:23,37,2,37,4,2,,4,5,4,0,1,5,65,,820,228,1214,1214
"448",9858188,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"449",9858189,"pimgr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"450",9858288,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"451",9858319,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-20 14:46:42,32,7,35,3,6,4,,4,2,0,1,8,47,294,,37,480,480
"452",9858322,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat",,,,,,,,,5,20,,2,,,4,,,0,3,40,,,,74,
"453",9858323,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-20 14:51:57,18,3,35,3,137,3,,7,3,0,0,1,43,347,,47,647,647
"454",9858328,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"455",9858349,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat",,,,,,,,,7,38,,5,,,1,,,1,9,77,,,,138,
"456",9858373,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-20 15:30:32,51,12,64,7,11,,11,12,9,0,1,9,64,,748,78,1077,1077
"457",9858382,"pimgr","consent","realstart","instdeq","deq",,,,,,,,,,,,4,,,3,,,,,,0,6,,,,,13,
"458",9858414,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-20 15:50:23,22,17,36,7,8,79,,6,6,0,1,7,104,298,,43,634,634
"459",9858417,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-20 15:50:10,30,16,37,2,9,22,,3,6,0,0,4,54,327,,45,555,555
"460",9858422,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-20 15:58:58,38,24,56,9,6,,5,9,6,0,1,7,51,,651,55,918,918
"461",9858433,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,9,46,,9,,11,,,,2,7,,,,,84,
"462",9858478,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-20 16:22:58,20,4,27,2,5,,2,1,2,0,0,2,41,,487,33,626,626
"463",9858507,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"464",9858530,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-20 16:37:04,30,11,35,9,11,28,,5,12,0,1,3,47,292,,43,527,527
"465",9858531,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-20 16:38:42,31,16,60,8,6,10,,7,8,0,1,5,45,332,,47,576,576
"466",9858532,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-20 16:40:09,16,5,32,5,5,,4,4,2,0,1,3,38,,493,34,642,642
"467",9858549,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-20 16:45:58,26,11,29,6,6,68,,8,4,0,1,8,48,382,,51,648,648
"468",9858571,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-20 16:53:01,30,12,28,33,7,72,,39,4,0,1,5,32,252,,32,547,547
"469",9858588,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-20 17:06:07,31,6,38,3,4,,3,4,5,0,2,14,49,,755,37,951,951
"470",9858605,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-20 17:04:10,19,3,23,3,4,15,,3,2,0,0,2,24,190,,19,307,307
"471",9858612,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-20 17:10:54,19,8,42,4,13,15,,7,3,0,2,6,179,317,,32,647,647
"472",9858616,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-20 17:20:47,43,2,37,2,13,,2,11,1,0,1,2,93,,914,70,1191,1191
"473",9858620,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-20 17:11:26,28,3,46,8,8,32,,1,5,0,1,2,78,319,,62,593,593
"474",9858641,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-20 17:14:46,20,2,38,4,2,6,,5,4,0,1,2,43,228,,37,392,392
"475",9858648,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-20 17:25:16,39,4,60,5,5,,2,2,3,0,1,3,73,,674,72,943,943
