"","session_id","dPlt","sex","age","orgn"
"763",9861194,,,23,
"764",9861245,"2","f",30,"us"
"765",9861514,"2","f",23,"ca"
"766",9861301,"3","f",19,"ca"
"767",9861300,"0","f",22,"us"
"768",9861308,"-2","m",35,"us"
"769",9861316,"1","f",45,"ve"
"770",9861314,"-2","m",48,"us"
"771",9861349,"1","m",23,"ru"
"772",9862358,"3","f",75,"us"
"773",9861364,"3","f",47,"us"
"774",9861454,"-1","m",32,"us"
"775",9861805,"3","f",33,"us"
"776",9861392,"0","m",36,"us"
"777",9861611,"-1","f",52,"uk"
"778",9861420,"1","m",21,"us"
"779",9861461,,"m",34,
"780",9861445,"0","f",38,"us"
"781",9861451,"3","m",33,"us"
"782",9861527,"0","m",48,"us"
"783",9861535,"1","m",26,"us"
"784",9861529,"-2","f",22,"us"
"785",9861534,"2","f",36,"us"
"786",9861563,"0","m",47,"us"
"787",9861632,"3","f",40,"us"
"788",9861583,"3","m",36,"us"
"789",9861588,"2","f",43,"us"
"790",9861626,"2","f",57,"us"
"791",9862379,"0","f",35,"us"
"792",9861634,,,23,
"793",9861664,"0","m",31,"us"
"794",9861674,"1","m",33,"us"
"795",9861694,"-1","f",42,"us"
"796",9861791,"3","f",46,"us"
"797",9861826,"3","m",44,"ca"
"798",9861852,"2","f",43,"us"
"799",9861873,"3","f",55,"us"
"800",9861869,"2","f",24,"us"
"801",9861868,"3","f",27,"us"
"802",9861876,"2","m",56,"au"
"803",9861888,"0","m",16,"au"
"804",9861905,"-1","m",19,"au"
"805",9861937,"2","f",31,"us"
"806",9862013,"2","f",28,"us"
"807",9861959,"0","f",22,"us"
"808",9861980,,,18,
"809",9861981,"-3","m",33,"az"
"810",9861988,,"f",17,"au"
"811",9861996,"2","f",69,"us"
"812",9862019,,,20,
"813",9862028,"0","m",24,"us"
"814",9862495,"-2","f",27,"us"
"815",9862039,"3","f",19,"us"
"816",9862056,"0","f",25,"us"
"817",9863218,"2","f",36,"us"
"818",9862074,"3","f",26,"us"
"819",9862081,"1","f",25,"us"
"820",9862110,"-1","m",20,"in"
"821",9862125,"1","m",57,"au"
"822",9862138,"0","m",48,"nz"
"823",9862148,"2","f",20,"us"
"824",9865455,"2","m",60,"au"
"825",9862187,"1","f",22,"vn"
"826",9862192,"3","f",54,"uk"
"827",9862205,,"m",51,"uk"
"828",9862209,"2","f",32,"uk"
"829",9862212,"1","m",50,"tr"
"830",9862230,"0","f",59,"uk"
"831",9866402,"0","m",29,"si"
"832",9862254,"2","f",18,"de"
"833",9862424,"0","m",54,"us"
"834",9862271,"0","f",25,"us"
"835",9862282,"0","f",30,"us"
"836",9862281,"-2","f",39,"uk"
"837",9862297,"3","f",47,"us"
"838",9862293,,,47,
"839",9862300,"0","m",55,"us"
"840",9862295,,,59,
"841",9862301,"2","m",62,"us"
"842",9862332,"0","f",36,"uk"
"843",9862324,"-1","m",39,"in"
"844",9871495,"0","m",36,"ca"
"845",9862327,"-1","m",56,"uk"
"846",9862337,,,31,
"847",9862339,"0","f",53,"us"
"848",9863566,"3","m",66,"us"
"849",9862375,"2","m",56,"uk"
"850",9862400,,"f",51,"uk"
"851",9862427,"0","m",43,"uk"
"852",9862428,"0","f",36,"us"
"853",9862451,"3","m",44,"us"
"854",9862485,"0","f",23,"us"
"855",9862499,"-3","m",29,"bd"
"856",9862491,"0","f",62,"us"
"857",9862503,,,27,"us"
"858",9862515,"-3","f",57,"us"
"859",9862582,"2","m",31,"us"
"860",9862538,"2","m",42,"us"
"861",9862555,"2","m",30,"us"
"862",9862561,"2","m",37,"us"
"863",9862581,"0","f",60,"ca"
"864",9863567,"0","f",59,"us"
"865",9862619,"0","m",44,"us"
"866",9868648,"1","f",42,"ca"
"867",9862614,"-1","f",26,"us"
"868",9862625,"2","f",79,"us"
"869",9862637,"-2","f",47,"us"
"870",9862966,"2","f",39,"us"
"871",9862747,"-1","f",55,"us"
"872",9862738,"-1","m",39,"pl"
"873",9862820,"2","f",60,"us"
"874",9862996,"0","f",31,"us"
"875",9862917,"2","f",31,"us"
"876",9863213,"2","f",64,"us"
"877",9862985,"2","m",61,"us"
"878",9862946,"2","f",20,"ch"
"879",9862968,"3","f",39,"us"
"880",9862993,"3","m",32,"us"
"881",9863072,"1","f",16,"us"
"882",9863021,"2","m",32,"us"
"883",9863007,"0","f",23,"us"
"884",9863053,"-3","f",54,"us"
"885",9863006,"0","f",32,"us"
"886",9863024,"3","f",35,"us"
"887",9863056,"2","f",30,"us"
"888",9863070,"3","m",46,"uk"
"889",9863039,"0","f",46,"us"
"890",9865679,"0","f",21,"ca"
"891",9863111,"0","f",35,"us"
"892",9863141,"3","f",46,"us"
"893",9863143,"1","m",33,"us"
"894",9863166,"-2","f",70,"us"
"895",9863185,"3","m",50,"us"
"896",9863151,"0","m",57,"uk"
"897",9863167,"1","f",21,"us"
"898",9863227,,,29,
"899",9863242,"3","f",41,"ua"
"900",9863250,"3","m",49,"us"
"901",9863261,"0","f",46,"us"
"902",9863269,"0","m",25,"us"
"903",9863293,"3","m",61,"us"
"904",9863274,"3","m",64,"us"
"905",9863281,"2","f",44,"us"
"906",9863370,"2","m",33,"us"
"907",9863333,"2","f",50,"us"
"908",9863380,"3","f",63,"us"
"909",9863381,"0","m",45,"us"
"910",9863434,,"f",22,"us"
"911",9863402,"-2","f",20,"us"
"912",9863420,"1","f",29,"us"
"913",9863410,"3","m",50,"us"
"914",9863436,,"m",33,"us"
"915",9863448,"0","m",22,"us"
"916",9863664,"2","f",48,"us"
"917",9863477,"2","f",38,"au"
"918",9863515,,"f",22,"cn"
"919",9863558,,,28,"us"
"920",9863595,"1","f",46,"us"
"921",9863605,"1","f",67,"us"
"922",9863626,"3","m",60,"us"
"923",9863631,"3","f",24,"us"
"924",9863675,"2","m",57,"us"
"925",9863710,,,30,"us"
"926",9863682,"0","m",25,"se"
"927",9863715,"2","f",32,"us"
"928",9863724,,"m",33,
"929",9863711,"0","f",55,"us"
"930",9863785,"2","m",23,"us"
"931",9863816,"3","f",66,"us"
"932",9865525,"-2","f",64,"us"
"933",9866506,"1","f",28,"us"
"934",9863823,"3","m",57,"us"
"935",9863836,"2","f",18,"ch"
"936",9863839,"3","m",74,"us"
"937",9863926,"3","f",56,"uk"
"938",9863892,"0","f",37,"us"
"939",9863898,"0","f",43,"tw"
"940",9863942,"0","f",39,"us"
"941",9870607,"2","f",67,"us"
"942",9863978,"1","f",30,"us"
"943",9863991,"3","f",62,"us"
"944",9864007,"3","f",29,"us"
"945",9864060,"0","f",48,"us"
"946",9864073,"0","f",53,"us"
"947",9864142,"0","f",43,"us"
"948",9864127,"-1","m",50,"us"
"949",9864141,"-3","f",25,"us"
"950",9864154,,"f",26,
"951",9864188,"2","m",26,"us"
"952",9864177,"0","m",23,"cn"
"953",9864187,"3","f",57,"us"
"954",9864206,"2","f",54,"at"
"955",9864210,"3","f",46,"us"
"956",9864224,"0","m",53,"uk"
"957",9864240,"-1","m",38,"uk"
"958",9864259,"2","f",25,"at"
"959",9864277,"3","m",59,"au"
"960",9864729,"-2","f",25,"de"
"961",9864319,"2","m",65,"us"
"962",9864311,"2","f",47,"us"
"963",9864474,"0","m",45,"us"
"964",9864397,"0","f",22,"us"
"965",9864421,"-1","m",19,"de"
"966",9864498,"1","f",50,"us"
"967",9864433,"0","f",47,"br"
"968",9864455,"2","f",26,"us"
"969",9864528,"2","m",29,"us"
"970",9864482,"2","f",91,"us"
"971",9864493,"1","f",56,"us"
"972",9864538,"0","m",48,"us"
"973",9866079,"3","f",25,"us"
"974",9864597,"3","m",34,"us"
"975",9864622,"2","f",24,"us"
"976",9864674,"2","m",28,"at"
"977",9864692,"3","m",27,"us"
"978",9864707,"0","m",26,"us"
"979",9864735,"-2","f",55,"us"
"980",9865672,"0","m",30,"us"
"981",9864766,"2","m",21,"us"
"982",9864788,"-2","m",32,"us"
"983",9864731,"2","f",48,"nl"
"984",9869142,"0","m",21,"us"
"985",9864761,,,36,
"986",9864748,"3","m",35,"us"
"987",9864755,"3","f",22,"us"
"988",9864783,"0","m",62,"us"
"989",9864799,"0","m",25,"us"
"990",9864863,"0","f",22,"sa"
"991",9864840,,,22,
"992",9864867,"3","m",32,"us"
"993",9864889,"2","m",44,"uk"
"994",9864986,"0","m",53,"us"
"995",9864956,"0","f",22,"us"
"996",9864928,"1","m",26,"us"
"997",9864957,"1","f",53,"us"
"998",9864924,"2","f",39,"us"
"999",9864921,,,26,
"1000",9864954,"1","f",28,"us"
"1001",9864976,,"f",32,"us"
"1002",9865008,"2","m",20,"il"
"1003",9864998,"2","f",42,"us"
"1004",9865012,"3","m",66,"us"
"1005",9865021,"2","f",19,"us"
"1006",9865029,"0","f",20,"us"
"1007",9865073,"0","f",37,"us"
"1008",9865110,"0","m",35,"co"
"1009",9865116,"0","f",38,"us"
"1010",9865148,"1","m",22,"ca"
"1011",9865159,"-1","m",24,"us"
"1012",9865128,"0","m",60,"us"
"1013",9865131,"0","m",19,"us"
"1014",9865180,"2","f",65,"us"
"1015",9865195,"1","m",31,"us"
"1016",9865183,"3","f",31,"us"
"1017",9865184,"2","m",26,"us"
"1018",9865294,"1","f",52,"us"
"1019",9865228,,"f",43,"us"
"1020",9865238,"1","f",29,"us"
"1021",9865235,"3","f",20,"us"
"1022",9865318,"3","f",62,"us"
"1023",9865267,"2","f",39,"us"
"1024",9868000,"2","f",33,"us"
"1025",9865270,"3","f",39,"us"
"1026",9865275,"-2","f",36,"us"
"1027",9865293,"0","f",26,"us"
"1028",9865354,,"f",48,"us"
"1029",9865367,"0","m",42,"us"
"1030",9865321,"3","m",73,"us"
"1031",9865389,"0","m",34,"us"
"1032",9865366,"3","f",42,"us"
"1033",9865349,"0","f",39,"us"
"1034",9865362,"3","f",25,"us"
"1035",9865369,"0","f",29,"us"
"1036",9865384,"3","f",35,"us"
"1037",9865401,"-1","f",26,"us"
"1038",9865426,"3","m",33,"ec"
"1039",9865477,"2","m",33,"au"
"1040",9865449,"0","f",53,"jp"
"1041",9865458,,"f",51,"jp"
"1042",9865498,,"m",28,"fr"
"1043",9865515,"2","f",27,"ie"
"1044",9865522,"2","f",57,"au"
"1045",9865518,,"f",33,"uk"
"1046",9865549,"-2","f",58,"uk"
"1047",9865537,"2","f",35,"cy"
"1048",9865555,,"m",49,"uk"
"1049",9865582,"-1","f",50,"za"
"1050",9865573,"0","m",27,"us"
"1051",9865586,"-1","m",69,"za"
"1052",9865604,"2","m",29,"uk"
"1053",9865609,"3","f",24,"us"
"1054",9865671,"1","m",25,"uk"
"1055",9865651,"0","m",58,"uk"
"1056",9865652,"0","f",43,"us"
"1057",9865919,"2","m",43,"uk"
"1058",9866597,"3","f",36,"us"
"1059",9865717,"-2","f",51,"us"
"1060",9865712,"1","m",33,"us"
"1061",9865759,"2","f",36,"us"
"1062",9865980,"0","f",34,"do"
"1063",9866231,"-2","m",56,"us"
"1064",9865745,"2","f",50,"us"
"1065",9865758,"0","f",47,"fr"
"1066",9871489,"2","f",41,"us"
"1067",9865917,"1","f",20,"us"
"1068",9866382,"-3","m",62,"us"
"1069",9865901,"0","m",37,"us"
"1070",9865925,"2","m",32,"us"
"1071",9865940,,"f",27,"uk"
"1072",9866188,"3","f",49,"us"
"1073",9865953,"-2","m",43,"us"
"1074",9865967,"2","m",41,"us"
"1075",9866131,"-1","f",50,"us"
"1076",9867768,"2","m",54,"uk"
"1077",9865995,"1","f",38,"us"
"1078",9865992,"-1","f",48,"us"
"1079",9865997,"0","m",35,"us"
"1080",9866036,"0","f",47,"us"
"1081",9866574,"1","f",57,"us"
"1082",9866000,"3","f",27,"uk"
"1083",9866003,"0","m",33,"us"
"1084",9866016,"3","m",66,"us"
"1085",9866091,"0","f",43,"ca"
"1086",9869793,"3","f",21,"us"
"1087",9866099,"2","f",31,"us"
"1088",9866085,"3","f",38,"us"
"1089",9866097,"2","f",41,"us"
"1090",9866128,"2","m",50,"us"
"1091",9866116,"-1","f",21,"us"
"1092",9866129,"3","m",31,"uk"
"1093",9866155,"2","f",46,"it"
"1094",9866232,"0","m",38,"in"
"1095",9866205,"-1","f",49,"us"
"1096",9866213,"2","m",48,"us"
"1097",9870847,"3","m",61,"us"
"1098",9866262,"0","m",22,"mx"
"1099",9866290,,"m",26,"us"
"1100",9866315,"1","m",24,"us"
"1101",9866319,"2","m",38,"us"
"1102",9866339,"1","m",34,"us"
"1103",9866328,"-3","m",55,"us"
"1104",9866485,"1","m",71,"se"
"1105",9866381,"2","f",55,"us"
"1106",9866355,"0","f",24,"br"
"1107",9866360,"3","f",40,"us"
"1108",9866363,"1","m",52,"us"
"1109",9866399,"0","m",45,"de"
"1110",9866388,"2","f",43,"ch"
"1111",9866510,"0","f",22,"us"
"1112",9866482,,,37,
"1113",9866514,"2","f",51,"us"
"1114",9866504,"-1","m",38,"us"
"1115",9866505,"0","f",31,"us"
"1116",9866611,"0","f",35,"us"
"1117",9866544,"-2","f",43,"us"
"1118",9866546,"0","f",23,"us"
"1119",9866549,"0","f",38,"us"
"1120",9866570,"0","f",57,"us"
"1121",9866741,"1","m",45,"us"
"1122",9868597,"0","f",54,"us"
"1123",9866655,,,19,
"1124",9866678,"2","f",28,"us"
"1125",9866701,"3","f",31,"us"
"1126",9866812,"1","f",19,"us"
"1127",9866760,"2","f",37,"us"
"1128",9867369,"2","m",49,"au"
"1129",9866902,"0","f",23,"ng"
"1130",9867519,"0","f",31,"ir"
"1131",9867141,"0","m",50,"us"
"1132",9867040,"3","f",22,"us"
"1133",9867060,"0","f",19,"us"
"1134",9867100,"2","m",27,"us"
"1135",9868135,"0","f",39,"us"
"1136",9867186,"2","f",54,"us"
"1137",9867170,"0","m",44,"kr"
"1138",9867256,"2","f",29,"us"
"1139",9867276,"2","m",27,"us"
"1140",9867301,"0","m",40,"au"
"1141",9867306,"0","f",30,"us"
"1142",9867328,"1","m",16,"us"
"1143",9867346,,"f",48,
"1144",9867354,"2","f",23,"us"
"1145",9867371,"2","f",35,"au"
"1146",9867593,"-1","m",50,"us"
"1147",9867421,"1","f",34,"in"
"1148",9867455,"0","f",27,"us"
"1149",9867497,"0","f",52,"us"
"1150",9869262,"0","m",22,"my"
"1151",9867550,"-1","m",55,"za"
"1152",9869166,"0","f",49,"uk"
"1153",9867547,"2","f",38,"au"
"1154",9867942,"-2","f",49,"uk"
"1155",9867585,"2","f",24,"uk"
"1156",9867637,"0","f",52,"au"
"1157",9867596,"0","m",33,"in"
"1158",9867636,"2","m",42,"uk"
"1159",9867667,"1","m",37,"ar"
"1160",9867688,"1","f",51,"ca"
"1161",9867694,"3","m",54,"uk"
"1162",9867742,"-2","m",61,"uk"
"1163",9867774,"-3","m",53,"ca"
"1164",9867785,,,29,
"1165",9867787,"3","f",27,"us"
"1166",9867792,"0","f",53,"us"
"1167",9867801,"2","m",28,"uk"
"1168",9867811,"2","m",38,"au"
"1169",9867824,"3","m",36,"us"
"1170",9867825,"2","f",34,"uk"
"1171",9867922,"2","f",57,"us"
"1172",9867832,"-2","f",37,"us"
"1173",9867847,"2","f",26,"us"
"1174",9867865,"0","m",54,"us"
"1175",9868027,"2","m",56,"it"
"1176",9867898,"2","f",40,"us"
"1177",9867989,"2","m",56,"uk"
"1178",9868071,"-2","m",21,"us"
"1179",9867931,"2","f",25,"uk"
"1180",9867952,"3","f",22,"us"
"1181",9872116,"0","f",43,"us"
"1182",9868215,"1","m",50,"us"
"1183",9868017,"0","f",22,"us"
"1184",9868052,"3","f",36,"us"
"1185",9868049,"2","m",38,"us"
"1186",9868082,"2","m",23,"us"
"1187",9868107,"2","m",66,"us"
"1188",9868114,"2","f",44,"us"
"1189",9868120,"1","f",54,"us"
"1190",9870932,"0","m",45,"us"
"1191",9868129,"0","m",21,"us"
"1192",9868151,"0","f",22,"us"
"1193",9868145,"3","f",35,"us"
"1194",9868200,"2","f",48,"us"
"1195",9868398,"0","f",38,"us"
"1196",9868245,"2","m",64,"us"
"1197",9868260,"0","m",26,"us"
"1198",9868391,"0","f",22,"us"
"1199",9868368,"2","m",39,"us"
"1200",9868330,"3","m",63,"us"
"1201",9868513,"3","m",27,"ke"
"1202",9868324,"2","f",39,"us"
"1203",9868326,"3","f",34,"uk"
"1204",9868386,,"m",50,"us"
"1205",9868352,"3","m",39,"us"
"1206",9868778,"0","f",20,"us"
"1207",9868451,"1","f",60,"us"
"1208",9868457,"2","m",47,"us"
"1209",9868437,"0","f",33,"ca"
"1210",9868446,"1","f",48,"us"
"1211",9868452,"3","f",32,"us"
"1212",9868500,"-2","f",22,"us"
"1213",9868488,"2","m",19,"us"
"1214",9868478,"2","m",18,"us"
"1215",9868482,"0","f",34,"us"
"1216",9868495,"0","f",52,"us"
"1217",9868551,"3","f",26,"us"
"1218",9868563,"2","m",23,"us"
"1219",9868591,"1","f",49,"ca"
"1220",9868600,"-1","f",45,"in"
"1221",9868606,"1","f",24,"br"
"1222",9868720,"0","m",48,"us"
"1223",9868625,"0","f",20,"us"
"1224",9868657,"1","f",61,"us"
"1225",9868726,"2","f",24,"us"
"1226",9870168,"-1","m",27,"us"
"1227",9868678,"2","f",39,"us"
"1228",9868683,"2","f",23,"uk"
"1229",9868707,"1","m",19,"ua"
"1230",9868736,"0","f",22,"vn"
"1231",9868741,"2","m",19,"us"
"1232",9868751,"2","f",26,"us"
"1233",9868780,"-3","f",57,"ca"
"1234",9868976,"2","m",59,"us"
"1235",9868787,"3","m",31,"us"
"1236",9868812,"0","f",62,"ca"
"1237",9868830,"2","m",19,"us"
"1238",9868819,"2","m",18,"ph"
"1239",9868871,"3","f",29,"us"
"1240",9868873,"2","m",19,"ca"
"1241",9868926,"0","f",18,"us"
"1242",9868936,"2","m",29,"us"
"1243",9868969,"2","f",31,"us"
"1244",9868957,"-2","m",22,"us"
"1245",9868963,"0","f",20,"us"
"1246",9868970,"2","f",30,"au"
"1247",9868978,"-1","m",23,"us"
"1248",9869021,"0","f",37,"ar"
"1249",9869025,"0","f",56,"us"
"1250",9869031,"2","m",22,"us"
"1251",9869062,"1","f",52,"ca"
"1252",9869046,"0","m",25,"us"
"1253",9869055,"1","m",27,"us"
"1254",9869073,"3","m",54,"au"
"1255",9869066,"0","f",34,"us"
"1256",9869071,"0","m",60,"us"
"1257",9869123,"3","f",19,"us"
"1258",9869133,"2","f",66,"us"
"1259",9869146,"3","f",74,"us"
"1260",9869139,"0","m",41,"ca"
"1261",9869147,"3","m",38,"au"
"1262",9869173,"3","f",63,"us"
"1263",9869199,"2","f",28,"in"
"1264",9869189,"-2","f",22,"us"
"1265",9869202,"-1","f",29,"us"
"1266",9869212,"-3","f",40,"us"
"1267",9869625,"3","f",19,"ca"
"1268",9869229,"-2","f",43,"us"
"1269",9869237,"0","f",21,"us"
"1270",9869260,"1","f",39,"au"
"1271",9869252,"2","m",31,"ca"
"1272",9869245,"-2","m",35,"au"
"1273",9869284,"3","f",55,"us"
"1274",9869301,"2","f",30,"ca"
"1275",9869313,"0","m",24,"ru"
"1276",9869312,"0","f",30,"in"
"1277",9869311,,"f",26,"uk"
"1278",9869328,"-2","f",43,"uk"
"1279",9869346,"2","m",42,"au"
"1280",9869348,"0","m",27,"in"
"1281",9869350,"0","f",49,"uk"
"1282",9869372,,"m",36,"au"
"1283",9869398,"0","f",52,"us"
"1284",9869416,"3","m",30,"us"
"1285",9869421,"1","m",46,"us"
"1286",9869432,"3","f",72,"us"
"1287",9869444,"1","f",43,"us"
"1288",9869464,"-1","m",28,"us"
"1289",9869472,"2","f",55,"us"
"1290",9869528,"0","f",34,"ug"
"1291",9869522,"2","m",56,"us"
"1292",9869564,"-3","m",20,"us"
"1293",9869549,"2","f",25,"us"
"1294",9869552,"0","m",28,"us"
"1295",9869590,"3","f",41,"us"
"1296",9869577,"3","f",38,"us"
"1297",9869600,"0","f",23,"us"
"1298",9869637,"2","f",38,"us"
"1299",9869615,"3","m",36,"us"
"1300",9869714,"0","m",43,"uk"
"1301",9869651,"0","f",46,"us"
"1302",9869660,"-3","m",22,"us"
"1303",9869691,"2","f",23,"us"
"1304",9869662,"2","m",56,"us"
"1305",9869664,"1","f",31,"us"
"1306",9869669,,"f",48,"ph"
"1307",9869762,"2","f",44,"us"
"1308",9869702,"0","m",25,"ph"
"1309",9869709,"2","m",65,"us"
"1310",9870907,"2","m",58,"ca"
"1311",9869766,"2","m",36,"fr"
"1312",9869765,"3","m",50,"us"
"1313",9869768,"0","f",30,"us"
"1314",9870121,"-2","f",28,"ca"
"1315",9869803,"0","f",56,"us"
"1316",9869786,"0","f",21,"us"
"1317",9869817,"2","f",27,"us"
"1318",9869822,"0","f",33,"us"
"1319",9869820,"0","f",54,"us"
"1320",9869837,"-1","m",75,"us"
"1321",9869972,"-1","m",33,"us"
"1322",9869865,"0","f",38,"us"
"1323",9869880,"0","f",27,"us"
"1324",9869859,,,28,
"1325",9869877,"0","f",32,"us"
"1326",9869881,"0","f",24,"us"
"1327",9869897,"-3","m",65,"us"
"1328",9869890,"0","f",41,"us"
"1329",9869917,,"m",52,"uk"
"1330",9869975,"2","m",38,"in"
"1331",9870002,"3","f",34,"us"
"1332",9869911,"3","f",52,"us"
"1333",9869922,"0","m",33,"ph"
"1334",9869936,"0","f",24,"us"
"1335",9869942,"0","f",20,"us"
"1336",9869991,"2","f",34,"it"
"1337",9870009,"1","f",16,"us"
"1338",9870003,"3","f",55,"us"
"1339",9870020,"0","f",31,"us"
"1340",9870031,"-1","m",49,"uk"
"1341",9870040,"2","f",29,"us"
"1342",9870086,"3","f",62,"us"
"1343",9870118,"0","f",31,"us"
"1344",9870153,"0","m",39,"us"
"1345",9870187,"0","m",29,"br"
"1346",9870213,,"m",62,"us"
"1347",9870204,"2","f",34,"us"
"1348",9870219,,"f",24,"us"
"1349",9870224,"0","f",24,"ca"
"1350",9870230,"3","f",38,"us"
"1351",9870270,"2","f",51,"us"
"1352",9870293,"1","m",26,"us"
"1353",9870318,"2","f",26,"us"
"1354",9870306,"0","f",23,"us"
"1355",9870346,"3","m",33,"us"
"1356",9870348,"0","f",21,"br"
"1357",9870358,"0","f",55,"us"
"1358",9870393,"0","m",22,"us"
"1359",9870424,"3","f",78,"us"
"1360",9870439,"0","f",28,"mx"
"1361",9870432,"2","f",21,"us"
"1362",9870521,"3","f",42,"us"
"1363",9870531,"2","m",35,"us"
"1364",9870500,"0","f",39,"us"
"1365",9870502,"0","m",51,"za"
"1366",9870507,,"m",30,"us"
"1367",9870515,"0","f",18,"us"
"1368",9870849,"-2","m",41,"ph"
"1369",9870597,"2","f",30,"us"
"1370",9870618,"-2","f",27,"us"
"1371",9870633,"0","m",36,"us"
"1372",9870648,"0","m",28,"ph"
"1373",9871943,"2","f",63,"us"
"1374",9870677,"2","f",40,"au"
"1375",9870683,"2","f",34,"ph"
"1376",9870713,"2","f",49,"my"
"1377",9870722,"0","m",19,"my"
"1378",9870721,"-1","m",38,"uk"
"1379",9870733,"1","f",24,"de"
"1380",9870734,"0","f",24,"de"
"1381",9870819,"0","m",36,"us"
"1382",9870823,"3","f",45,"uk"
"1383",9870953,"0","f",48,"us"
"1384",9870957,"0","f",37,"us"
"1385",9870854,"0","f",47,"us"
"1386",9870859,"0","f",48,"uk"
"1387",9873224,"2","m",37,"us"
"1388",9870880,,,43,
"1389",9870995,"0","f",54,"us"
"1390",9870924,"2","m",25,"us"
"1391",9870927,"2","m",34,"it"
"1392",9870992,"2","m",58,"us"
"1393",9870939,"0","f",22,"us"
"1394",9870965,"2","m",33,"in"
"1395",9871143,"0","f",22,"us"
"1396",9872236,"0","f",33,"us"
"1397",9871249,"1","f",57,"us"
"1398",9871056,"0","m",49,"us"
"1399",9871055,"2","f",50,"us"
"1400",9871071,"-3","m",58,"us"
"1401",9871065,"3","m",31,"us"
"1402",9871122,"1","f",23,"de"
"1403",9871099,"0","f",61,"us"
"1404",9871102,"2","f",23,"us"
"1405",9871127,"1","m",24,"us"
"1406",9871142,"-2","f",22,"us"
"1407",9871205,"2","m",22,"us"
"1408",9871413,"2","m",44,"us"
"1409",9871200,"3","f",20,"us"
"1410",9871208,"1","m",55,"us"
"1411",9871235,"3","f",23,"us"
"1412",9871237,"2","f",62,"us"
"1413",9871283,"3","f",36,"us"
"1414",9871298,"2","f",18,"uk"
"1415",9871287,"-2","f",63,"us"
"1416",9871374,"2","f",21,"us"
"1417",9871290,"3","f",26,"us"
"1418",9871295,"0","f",28,"de"
"1419",9871401,"0","m",30,"us"
"1420",9871379,"1","f",51,"us"
"1421",9871407,"0","f",24,"us"
"1422",9871409,"3","m",32,"ca"
"1423",9871421,"0","m",35,"us"
"1424",9871451,"3","m",22,"ma"
"1425",9871486,"-2","f",21,"us"
"1426",9871510,"0","f",18,"cn"
"1427",9871511,,"m",49,"us"
"1428",9871547,"2","m",31,"br"
"1429",9871708,"-1","f",22,"us"
"1430",9871579,"-2","f",38,"us"
"1431",9871558,"2","f",23,"us"
"1432",9871527,,,40,
"1433",9871535,"3","f",29,"uk"
"1434",9871540,"-2","f",28,"us"
"1435",9871570,"0","f",21,"us"
"1436",9871603,"3","f",55,"us"
"1437",9871636,"3","f",37,"us"
"1438",9871678,"2","f",29,"us"
"1439",9871692,"-2","m",44,"us"
"1440",9871726,"0","f",16,"au"
"1441",9871712,"3","f",66,"us"
"1442",9871756,"3","f",39,"us"
"1443",9871750,"0","f",20,"au"
"1444",9871819,"-1","m",23,"us"
"1445",9871814,"0","f",34,"us"
"1446",9871889,"3","f",25,"ca"
"1447",9871884,"-1","m",19,"cn"
"1448",9871901,"0","m",45,"us"
"1449",9871935,"2","m",53,"sg"
"1450",9871937,"0","f",28,"us"
"1451",9872041,"2","f",68,"us"
"1452",9872012,"0","f",24,"au"
"1453",9872018,"-1","f",31,"us"
"1454",9872094,"0","f",36,"us"
"1455",9872142,"0","f",17,"us"
"1456",9872135,"0","f",23,"us"
"1457",9872215,"2","f",29,"au"
"1458",9872222,"3","m",35,"uk"
"1459",9872244,"0","f",33,"us"
"1460",9872256,"1","m",54,"uk"
"1461",9872255,,"f",57,
"1462",9872298,"0","f",35,"uk"
"1463",9872388,"0","f",52,"au"
"1464",9872391,"3","f",48,"ca"
"1465",9872439,"0","f",19,"us"
"1466",9872398,"2","f",28,"ro"
"1467",9872394,"0","f",21,"us"
"1468",9872519,"3","m",29,"us"
"1469",9872503,"1","m",43,"us"
"1470",9872544,,"f",48,"us"
"1471",9872591,"0","f",44,"us"
"1472",9872538,"0","f",27,"us"
"1473",9872576,"0","f",50,"us"
"1474",9872568,"0","f",32,"us"
"1475",9872569,"3","f",50,"us"
"1476",9872590,"-1","f",48,"uk"
"1477",9872668,"3",,45,
"1478",9872678,"0","f",22,"us"
"1479",9872680,"2","f",37,"us"
"1480",9872723,"1","f",35,"us"
"1481",9872769,"3","f",18,"us"
"1482",9872817,"2","f",25,"us"
"1483",9872759,"0","f",37,"us"
"1484",9872825,"3","m",45,"us"
"1485",9872808,"0","f",54,"mx"
"1486",9872875,"2","f",22,"ca"
"1487",9872884,"2","m",33,"us"
"1488",9872901,"2","f",56,"us"
"1489",9872904,"0","m",43,"uk"
"1490",9872903,"0","f",43,"us"
"1491",9872935,"2","m",34,"us"
"1492",9872909,"0","m",21,"us"
"1493",9872921,"0","f",44,"ca"
"1494",9872965,"3","f",61,"us"
"1495",9872998,"2","f",35,"us"
"1496",9873029,"-2","f",22,"us"
"1497",9873101,"2","f",30,"us"
"1498",9873266,"2","f",18,"us"
"1499",9873120,"2","f",34,"us"
"1500",9873156,"3","f",26,"us"
"1501",9873158,,"f",16,"us"
"1502",9873198,"2","f",21,"us"
"1503",9873272,"0","m",57,"us"
"1504",9873602,"3","m",50,"es"
"1505",9873603,"-1","f",32,"us"
