session_id	 task_number	 task_id	 task_url	 user_agent	 study_url	 task_status	 task_sequence	 task_creation_date	user_id	 study_name	 session_date	 session_status	 session_creation_date	 session_created_by	 session_last_update_date 
10999553	3	instbsi	instbsi.jst	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:26:52	-1	pinus.ybalab.sc.b1	07Jan2019 09:36:30	C	07Jan2019 09:20:50	YUIAT_RESEARCH_USER	07Jan2019 09:36:30
10999553	4	bsi	bsi.js	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:26:57	-1	pinus.ybalab.sc.b1	07Jan2019 09:36:30	C	07Jan2019 09:20:50	YUIAT_RESEARCH_USER	07Jan2019 09:36:30
10999553	5	instcesd	instcesd.jst	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:28:46	-1	pinus.ybalab.sc.b1	07Jan2019 09:36:30	C	07Jan2019 09:20:50	YUIAT_RESEARCH_USER	07Jan2019 09:36:30
10999553	6	cesd	cesd.js	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:28:52	-1	pinus.ybalab.sc.b1	07Jan2019 09:36:30	C	07Jan2019 09:20:50	YUIAT_RESEARCH_USER	07Jan2019 09:36:30
10999553	7	instrses	instrses.jst	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:29:34	-1	pinus.ybalab.sc.b1	07Jan2019 09:36:30	C	07Jan2019 09:20:50	YUIAT_RESEARCH_USER	07Jan2019 09:36:30
10999553	8	rses	rses.js	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:29:38	-1	pinus.ybalab.sc.b1	07Jan2019 09:36:30	C	07Jan2019 09:20:50	YUIAT_RESEARCH_USER	07Jan2019 09:36:30
10999553	9	instfscrs	instfscrs.jst	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:29:59	-1	pinus.ybalab.sc.b1	07Jan2019 09:36:30	C	07Jan2019 09:20:50	YUIAT_RESEARCH_USER	07Jan2019 09:36:30
10999553	10	fscrs	fscrs.js	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:30:23	-1	pinus.ybalab.sc.b1	07Jan2019 09:36:30	C	07Jan2019 09:20:50	YUIAT_RESEARCH_USER	07Jan2019 09:36:30
10999553	11	instqiat.se	instqiat.se.jst	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:31:20	-1	pinus.ybalab.sc.b1	07Jan2019 09:36:30	C	07Jan2019 09:20:50	YUIAT_RESEARCH_USER	07Jan2019 09:36:30
10999553	12	se.qiat_f	se.qiat_f.js	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:31:23	-1	pinus.ybalab.sc.b1	07Jan2019 09:36:30	C	07Jan2019 09:20:50	YUIAT_RESEARCH_USER	07Jan2019 09:36:30
10999553	13	lastpage	lastpage.jst	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:36:30	-1	pinus.ybalab.sc.b1	07Jan2019 09:36:30	C	07Jan2019 09:20:50	YUIAT_RESEARCH_USER	07Jan2019 09:36:30
10999554	0	pimgr	/common/all/js/quest/0.1/dist/manager.jsp?i=/implicit//user/pinus/sc.b1//mgr.jsp&	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:22:05	-1	pinus.ybalab.sc.b1	07Jan2019 09:43:00	C	07Jan2019 09:22:05	YUIAT_RESEARCH_USER	07Jan2019 09:43:00
10999554	1	realstart	instqiat.sc.jst	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:22:06	-1	pinus.ybalab.sc.b1	07Jan2019 09:43:00	C	07Jan2019 09:22:05	YUIAT_RESEARCH_USER	07Jan2019 09:43:00
10999554	2	sc.qiat_f	sc.qiat_f.js	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:22:12	-1	pinus.ybalab.sc.b1	07Jan2019 09:43:00	C	07Jan2019 09:22:05	YUIAT_RESEARCH_USER	07Jan2019 09:43:00
10999554	3	instcesd	instcesd.jst	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:30:21	-1	pinus.ybalab.sc.b1	07Jan2019 09:43:00	C	07Jan2019 09:22:05	YUIAT_RESEARCH_USER	07Jan2019 09:43:00
10999554	4	cesd	cesd.js	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:30:24	-1	pinus.ybalab.sc.b1	07Jan2019 09:43:00	C	07Jan2019 09:22:05	YUIAT_RESEARCH_USER	07Jan2019 09:43:00
10999554	5	instrses	instrses.jst	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:31:42	-1	pinus.ybalab.sc.b1	07Jan2019 09:43:00	C	07Jan2019 09:22:05	YUIAT_RESEARCH_USER	07Jan2019 09:43:00
10999554	6	rses	rses.js	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:31:45	-1	pinus.ybalab.sc.b1	07Jan2019 09:43:00	C	07Jan2019 09:22:05	YUIAT_RESEARCH_USER	07Jan2019 09:43:00
10999554	7	instbsi	instbsi.jst	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:32:24	-1	pinus.ybalab.sc.b1	07Jan2019 09:43:00	C	07Jan2019 09:22:05	YUIAT_RESEARCH_USER	07Jan2019 09:43:00
10999554	8	bsi	bsi.js	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36	/user/pinus/sc.b1//sc.b1.expt.xml	null	null	07Jan2019 09:32:27	-1	pinus.ybalab.sc.b1	07Jan2019 09:43:00	C	07Jan2019 09:22:05	YUIAT_RESEARCH_USER	07Jan2019 09:43:00
